position	strand	source_info
401912	-	storz
402455	+	storz
402721	-	storz
402911	+	regulondb
403596	-	storz
403793	-	storz
404890	-	regulondb
404922	+	regulondb
405171	+	storz
405500	+	storz_regulondb
405579	+	regulondb
405865	-	storz
405914	+	storz
406178	+	regulondb
406296	-	storz
406315	+	regulondb
406503	+	storz
406743	-	storz
406923	+	storz
406972	+	storz
407372	+	regulondb
407697	+	storz
407740	-	storz
407755	+	storz
407796	+	storz
407822	+	regulondb
408222	+	storz
408223	-	storz
408842	+	storz
409273	-	wanner
409278	+	wanner
409342	+	regulondb
410452	+	storz
410506	-	storz
410634	-	storz
410659	-	storz
410977	-	storz
411196	-	storz
411559	-	storz
411631	-	storz
411732	-	wanner
411753	-	regulondb
411807	-	wanner
412049	-	storz
412577	-	storz
413091	+	storz
414228	-	storz
415071	-	regulondb
415427	+	storz
415586	+	storz
415757	-	storz
416199	-	wanner
416272	+	storz
416325	+	storz_regulondb
416683	+	storz
417099	-	storz
417538	-	storz
417550	+	storz
417557	-	storz
418328	-	storz
418643	+	storz_regulondb
418712	+	regulondb
418733	+	regulondb
418775	+	regulondb
418819	+	storz
418901	+	storz
419439	+	regulondb
419920	+	storz
419972	+	storz
420347	-	storz
420980	+	storz
421220	+	storz
421690	-	storz
421711	+	wanner
421735	-	storz
421970	-	storz
422074	-	storz
422128	+	storz
422366	-	storz
422537	+	storz
423029	+	storz
423061	+	storz
423566	+	storz
423641	-	storz
424206	-	storz
424209	+	storz_regulondb
424350	-	storz
424567	-	storz
424730	-	storz
424897	-	storz
425071	-	storz
425217	-	storz
425266	+	storz
425679	+	wanner
425711	-	storz
425925	+	storz
426000	+	storz
426243	+	storz
426339	+	storz
426428	+	storz_regulondb
426486	-	storz
426780	-	storz
426873	+	regulondb
427933	+	storz
428003	+	regulondb
428463	+	regulondb
428594	+	regulondb
428857	+	storz
428906	+	regulondb
429020	+	storz
429272	+	regulondb
429361	-	storz
429693	+	regulondb
429754	+	regulondb
429800	+	storz
429969	-	storz
430045	-	storz
430234	-	storz
430489	-	storz
430545	+	storz
430838	-	storz
431082	+	storz
431226	-	regulondb
431315	-	storz_wanner_regulondb
431408	-	wanner
431469	-	storz_regulondb
431689	-	storz
432099	-	wanner
432199	+	storz_regulondb
432258	-	regulondb
432621	-	storz
432791	-	storz
433239	-	storz
433660	+	storz
433725	+	regulondb
433817	+	regulondb
433915	-	storz
434198	+	regulondb
435438	-	storz
435800	-	storz
435805	+	regulondb
435812	-	storz
436285	-	storz
437000	+	storz
437221	-	storz
437386	+	storz
437388	-	wanner
437508	-	storz_regulondb
437530	-	wanner
438066	+	storz
438247	+	storz
438784	-	storz
438871	-	storz
439143	-	regulondb
439938	-	storz
439964	+	storz
440195	-	storz
440223	+	storz
440597	-	storz_regulondb
440692	+	regulondb
440769	-	storz_wanner
440928	+	storz
441117	-	storz
441178	+	storz
441571	+	storz
442093	+	storz
442488	-	storz
442972	-	regulondb
443016	-	regulondb
443381	+	storz
443640	+	storz
443779	-	regulondb
443790	+	storz
443824	+	regulondb
443882	+	storz_regulondb
444046	-	storz
444450	+	storz
444751	+	storz
445219	-	storz
445911	-	regulondb
446018	-	storz
446164	-	storz
446784	-	storz
446892	-	regulondb
446994	-	regulondb
447232	+	storz
447362	-	regulondb
447468	-	regulondb
447773	-	regulondb
447905	-	regulondb
449040	-	storz
449123	-	regulondb
449423	-	storz
449846	-	storz
449864	+	storz
450876	-	wanner
450922	+	storz
451558	+	storz
452197	-	storz
452382	-	storz
452678	+	storz
452851	-	regulondb
452908	-	regulondb
453431	-	regulondb
453573	+	regulondb
453647	+	storz_regulondb
453888	+	storz_regulondb
453939	+	storz
454051	-	storz
454058	+	storz
454138	-	storz
454217	+	storz_regulondb
454259	-	storz
454346	+	regulondb
454575	-	storz
454602	+	regulondb
455006	-	storz
455016	+	regulondb
455775	+	regulondb
455867	+	regulondb
456276	+	regulondb
456375	+	regulondb
456426	+	regulondb
456520	+	regulondb
456561	+	wanner
456874	-	storz
457289	-	storz
457421	+	regulondb
457444	+	storz
457517	+	regulondb
457549	-	storz
457815	+	storz
457938	-	storz
457992	+	regulondb
458027	+	regulondb
458091	+	regulondb
458198	+	regulondb
458242	-	storz
459074	-	storz
459112	-	storz
459797	-	storz
460436	+	storz
460529	+	regulondb
460556	+	storz_wanner_regulondb
460615	+	regulondb
460646	-	storz
460654	+	regulondb
460767	+	regulondb
460950	+	storz
461043	+	regulondb
461132	-	storz
461571	+	storz
462976	+	regulondb
463288	-	storz
463573	+	wanner
463619	-	storz
463787	-	storz
464417	-	storz
464784	-	wanner
464880	+	storz
465038	+	storz
465290	+	storz
465454	+	storz
465918	+	storz
466163	+	storz
466571	-	wanner
466606	+	regulondb
467077	-	storz
467247	+	storz
467329	+	storz
467576	+	regulondb
467628	+	storz
467703	+	storz
468556	+	storz
469000	+	storz
469490	+	storz
469708	-	storz
469858	-	storz
470009	-	storz
471511	+	storz
471780	+	regulondb
472304	+	storz
472450	+	storz
472676	+	storz
473164	+	storz
473783	+	storz
474424	-	wanner
474469	+	regulondb
474530	+	storz
475512	+	regulondb
475536	-	storz
475558	+	storz
475623	+	regulondb
475646	+	storz_regulondb
475672	+	regulondb
475711	-	storz
475840	+	storz
475947	+	storz
476435	+	storz
476560	+	storz
476591	+	storz
476971	-	storz
477185	-	storz
477412	-	storz
477431	+	storz
477595	+	storz
477836	-	storz_regulondb
477865	-	wanner
478511	-	wanner
478545	-	storz
478604	+	storz
478899	-	storz
478930	+	storz
479028	-	storz
479167	-	wanner
479338	-	storz
479366	+	storz
479579	+	storz
479647	-	storz_regulondb
479663	+	storz
479724	-	wanner
479735	+	storz
479854	-	storz
480018	-	wanner_regulondb
480104	-	storz_wanner
480280	-	storz
480381	+	storz
480805	+	storz
480913	-	storz
481275	-	storz
481325	+	storz
481354	+	storz
481459	+	storz
481604	-	regulondb
481738	-	regulondb
482601	-	regulondb
482701	-	regulondb
482935	+	storz
483182	+	storz
483577	+	storz
483909	-	regulondb
484060	+	storz
484872	-	regulondb
484922	-	regulondb
484923	+	regulondb
485064	-	storz
485083	+	storz
485204	-	storz_regulondb
485265	-	regulondb
485309	-	wanner
485566	-	storz
485713	+	storz
486277	+	storz
486925	+	storz
487135	+	regulondb
487541	+	regulondb
488205	+	storz
488501	+	storz
488828	+	storz
488860	+	regulondb
488990	+	storz
489131	+	storz
489256	-	wanner
489419	-	storz
489453	-	storz
489548	-	regulondb
489942	+	regulondb
490081	+	regulondb
490111	-	wanner
490446	+	storz
490530	+	storz
490663	-	storz
490725	-	storz
491181	-	storz
491279	+	storz
491670	-	storz
492288	+	regulondb
492525	+	storz
492933	+	regulondb
493028	+	regulondb
493101	+	storz
493242	+	regulondb
493275	+	regulondb
493641	+	storz
494041	+	regulondb
494299	-	storz
494299	+	regulondb
494402	-	storz
495717	+	storz
496340	-	storz
496357	+	storz_regulondb
496675	+	storz
496791	-	storz
497074	+	storz
497255	+	regulondb
497632	-	storz
497743	-	storz
497867	+	storz
498681	-	storz
498790	+	regulondb
499217	-	storz
499275	-	regulondb
499322	+	wanner
499511	+	storz
499640	+	storz
499875	-	storz
500349	-	storz
500461	-	storz
500556	+	storz
501716	-	storz
502518	-	wanner
503223	+	storz
503611	-	storz
503973	-	storz
503996	+	storz
504071	-	regulondb
504107	+	regulondb
504810	+	storz
505152	+	storz
506094	+	storz
506322	+	storz
506372	+	storz
506424	+	storz
506440	-	regulondb
506665	-	storz
507320	-	wanner
507336	+	storz
507398	+	regulondb
507486	-	regulondb
507601	+	storz
507852	+	storz
508210	-	storz
509951	+	storz
510585	-	storz
510619	-	regulondb
510797	+	regulondb
511973	+	storz
512787	+	regulondb
512866	+	regulondb
512926	+	wanner
512964	+	wanner
513102	+	storz
513198	+	regulondb
514301	-	regulondb
514469	+	storz
514926	-	storz
515047	-	regulondb
515116	+	storz_regulondb
515739	-	storz
515810	-	storz
515879	+	storz
516545	+	storz
517076	+	storz
517382	+	storz
517488	-	regulondb
517496	+	storz
517530	-	storz_regulondb
517714	-	regulondb
517792	-	regulondb
517885	-	regulondb
518108	-	storz
518388	+	storz
518552	-	storz
518613	+	storz
519021	-	storz_regulondb
519173	-	regulondb
521458	+	storz
522290	+	regulondb
523635	+	storz
524522	-	storz
526158	+	storz_regulondb
526159	-	storz
526178	+	storz
526264	-	storz
526430	+	storz
526492	+	storz
527354	+	storz
527510	-	storz
527812	-	storz
528236	-	storz
528252	+	storz
529141	-	storz
529241	+	storz
529466	+	storz
529667	+	storz
530116	-	storz
530477	-	storz_regulondb
530582	-	regulondb
531040	+	storz
531310	-	storz
531501	-	wanner
531614	+	storz_regulondb
531840	+	storz
532171	-	storz
532188	+	regulondb
532760	+	storz
532856	+	storz
533131	+	regulondb
534040	+	regulondb
534103	+	storz
535340	-	storz
535993	+	storz
536944	-	storz
537043	+	storz
539361	+	storz
539571	+	storz
539638	-	storz
540123	-	storz
540259	+	storz
540431	+	storz
541120	+	storz
541334	+	storz
542385	+	storz
542402	-	storz
542562	-	storz
542583	-	storz
543280	-	regulondb
543358	+	storz
543795	-	storz
544089	-	wanner
545363	+	storz
545635	-	regulondb
545730	+	regulondb
548980	+	storz
550662	-	storz
551542	-	storz
552365	-	storz_wanner_regulondb
553246	-	storz
553407	-	storz
553583	-	regulondb
553639	+	storz
553683	-	regulondb
553713	-	storz_regulondb
553780	-	wanner
553800	+	storz_regulondb
553845	-	storz
553943	+	storz
554021	+	storz
554687	+	storz
555802	-	storz
555855	-	regulondb
555994	-	storz
556114	-	regulondb
556125	+	storz
556190	-	regulondb
556229	-	regulondb
556343	-	storz
556819	-	regulondb
557003	-	wanner
557255	+	storz
557285	+	regulondb
557389	+	regulondb
557753	+	storz
558026	+	regulondb
559003	-	storz
559352	+	storz
559757	+	storz
559961	+	storz
559974	-	storz
560245	-	storz
560394	+	storz
561078	-	storz
561184	-	storz
561222	+	storz
561364	-	storz
562077	-	storz
563073	+	storz
563597	+	storz
563830	-	regulondb
563921	+	storz
564555	+	storz
565163	-	storz
565236	-	storz_regulondb
565303	-	wanner
565315	+	storz
565324	-	regulondb
565455	+	storz
566190	-	storz
567089	-	storz
567166	+	storz
567487	-	storz
567514	+	storz
567653	+	storz
567974	+	regulondb
568010	+	regulondb
568033	+	regulondb
568278	+	storz
568494	+	storz
570029	+	storz
570068	+	regulondb
570527	-	storz
570587	+	storz
570642	-	storz
570856	+	storz
571159	+	storz
571313	+	storz
571426	-	storz
571444	+	storz
571488	-	storz
571537	+	regulondb
572182	-	storz
572979	+	storz
573406	+	storz
574967	-	storz_regulondb
574997	-	regulondb
575093	+	storz
575189	-	storz
575331	-	storz
575461	-	storz
575518	+	storz
575698	+	storz
575893	+	storz
576081	+	storz_regulondb
576093	-	storz_wanner_regulondb
576096	+	regulondb
576452	+	storz
576510	-	storz
576581	-	storz
576907	+	storz
577165	-	storz
577365	-	storz
577909	-	storz
578143	-	wanner
578369	+	storz
578844	-	storz
578931	+	storz
579028	+	regulondb
579067	+	regulondb
579199	+	storz
579283	+	storz
579424	-	storz
580531	+	storz
580876	-	storz
581388	+	storz
581441	+	storz
581442	-	storz_regulondb
581499	-	storz
581992	-	wanner
582039	-	wanner
582057	+	storz
582200	-	storz
582359	-	storz
582439	+	storz
582790	+	regulondb
582879	+	regulondb
583388	+	regulondb
583685	-	storz
583999	+	storz
584331	+	storz
584601	-	regulondb
584817	-	regulondb
584882	-	regulondb
584897	+	storz
584967	+	storz
585001	-	storz
585282	+	storz
585579	+	storz
585934	+	storz
586184	+	storz
586240	-	storz
586714	-	storz
587293	-	regulondb
588254	+	storz
588612	-	storz
588867	+	storz
588949	-	storz
589268	+	storz
589545	-	storz
589601	+	storz
590054	+	storz
590159	-	storz
590272	+	storz
590484	-	storz
591163	-	storz
591760	-	storz
591889	+	storz
592363	+	storz
592436	-	storz
592812	+	storz
592922	-	storz
593250	+	storz
593336	+	storz
593400	+	storz
593427	-	storz
593439	+	storz
593676	+	storz
594472	-	storz
594522	-	storz
594683	-	wanner
594796	+	regulondb
594848	+	regulondb
595049	+	regulondb
595227	+	regulondb
595301	-	storz
595648	+	regulondb
595680	+	storz
595762	+	regulondb
595784	-	storz
595791	+	regulondb
596033	+	regulondb
596045	-	storz
596126	+	regulondb
596164	+	regulondb
596215	+	storz
596317	-	storz
596340	-	storz
596419	-	storz
596463	+	regulondb
596706	+	regulondb
596762	+	regulondb
596833	+	storz
596837	-	storz
596841	+	storz
597052	-	storz
597189	-	storz
598074	-	storz
598359	+	regulondb
598613	-	storz
599079	+	storz
599112	+	storz
599507	+	regulondb
600541	-	storz
600564	+	storz
600846	-	storz
601053	+	storz
601152	+	storz_regulondb
601190	-	storz
601253	-	storz
601623	+	storz
602092	-	storz
602608	+	storz
602624	-	storz
602731	-	storz
602750	+	storz
602853	+	storz
603442	-	storz
603677	+	storz
603794	-	storz
603906	-	storz
604063	+	storz
604675	-	wanner
604705	-	regulondb
605135	-	storz
605276	-	regulondb
605424	-	wanner
605446	-	regulondb
605487	-	regulondb
605626	-	storz
606024	-	storz
606630	-	wanner
606784	-	regulondb
606954	+	regulondb
606990	+	storz
607015	-	storz
607179	+	storz
607279	+	regulondb
607846	-	storz
608139	-	storz
608303	-	storz
608403	-	storz
608655	-	storz
608986	+	storz
609300	-	storz
609362	-	storz
609411	-	storz
609461	-	storz
609964	-	storz
610386	+	storz
610397	-	storz
611861	-	wanner
611890	-	regulondb
611910	+	regulondb
612282	+	storz
613248	+	storz
613453	+	storz
613909	-	storz
614963	+	storz
615121	+	storz
615273	+	storz
615619	+	storz
617434	+	storz
618448	+	storz
619374	+	storz
621147	-	storz
621415	-	regulondb
621457	-	storz_regulondb
621476	+	storz_regulondb
621477	-	storz
621481	+	storz_regulondb
621651	-	storz
621934	-	storz
622015	-	storz
623127	-	storz
623762	+	storz
623950	-	storz_regulondb
624054	+	storz_regulondb
625545	-	storz
627801	+	storz
627912	+	storz
627920	-	storz
628460	-	storz
628515	+	regulondb
628561	-	storz
628583	+	storz
629004	+	storz
629078	+	regulondb
629128	+	regulondb
629633	+	storz
630097	+	storz
630279	-	storz
631013	+	storz
631214	+	regulondb
631808	+	storz
631983	-	storz
632292	-	storz
632740	-	regulondb
632780	+	storz_regulondb
632856	-	storz
633721	+	storz
633776	+	storz
634075	-	storz
634778	-	regulondb
635657	-	storz
635837	-	storz
635909	-	regulondb
636272	+	storz
636434	-	storz
636511	+	storz_regulondb
636947	-	storz
636965	+	storz
637251	+	storz
637356	-	storz
637421	+	storz
637783	-	storz
637824	-	regulondb
637846	+	storz
637856	-	storz
637914	+	wanner
637956	-	storz
638003	-	wanner
638054	+	regulondb
638074	-	storz
638104	+	storz
638141	+	regulondb
638154	-	storz
638189	+	regulondb
638225	+	regulondb
638250	+	regulondb
638293	+	regulondb
638400	-	storz
638450	+	storz
638718	-	storz
638786	-	storz
638961	-	storz
638989	+	regulondb
639346	+	regulondb
639412	+	regulondb
639567	+	storz
640375	-	storz
640538	+	storz
641082	+	storz
641125	-	wanner
641145	+	regulondb
641404	+	storz_regulondb
641635	+	storz
641708	+	storz
642250	+	regulondb
642309	+	storz
642606	-	storz
642638	+	storz
642663	-	storz
643163	-	storz
643276	-	storz
643357	-	storz
643403	-	regulondb
643468	+	storz
643512	-	storz
643568	-	storz
643707	-	storz
643723	+	storz
643856	+	storz
644146	+	storz
644256	-	wanner
644493	-	wanner
644517	-	storz
644694	-	storz
645258	-	storz
645373	+	storz
645826	-	regulondb
645855	-	regulondb
645861	+	storz
646026	+	storz
646264	+	storz
647071	-	storz
648818	+	storz
649101	+	storz
650803	+	storz
651175	-	regulondb
651207	+	regulondb
651262	-	regulondb
651395	+	regulondb
651749	+	storz
651822	+	storz
651980	+	storz
653276	-	storz
653295	+	storz
653851	-	storz
654025	+	storz
654030	-	storz
654439	-	storz
654525	-	storz
654683	+	storz
654880	-	storz
654976	-	storz
655246	-	storz_regulondb
655306	-	regulondb
655749	+	regulondb
655929	+	storz
656370	+	regulondb
656436	-	storz
656438	+	storz
656473	+	storz_wanner_regulondb
656524	+	regulondb
656598	+	regulondb
656719	+	storz
656923	+	storz
657157	+	storz
657187	+	storz_regulondb
657190	-	storz
657220	-	storz_wanner
657463	-	storz
657546	+	storz
658046	+	storz
658094	+	regulondb
658473	+	storz
658873	+	storz
659298	+	storz
659376	-	storz
659513	-	wanner
659678	+	storz
659809	+	storz
659870	+	storz
660079	-	storz
660205	+	storz
660271	+	storz
660609	-	regulondb
660659	+	storz
660683	-	regulondb
660733	-	regulondb
660765	-	storz
661390	-	storz
661533	-	storz
661622	-	regulondb
661657	+	storz
661927	-	regulondb
662038	+	storz
662523	-	storz
663190	-	regulondb
663224	-	storz_regulondb
663242	+	storz
663338	-	storz
664336	+	storz
664436	-	regulondb
664481	+	storz
664554	-	wanner
664684	-	regulondb
664831	-	storz
665404	-	storz
665546	+	storz
666355	-	regulondb
666859	-	storz
667691	-	regulondb
668294	-	wanner
668359	-	storz
668447	-	storz
668468	+	storz
668708	+	storz
668834	+	storz
668962	+	storz
669167	-	regulondb
669269	-	regulondb
669738	-	storz
669819	+	storz
670125	-	storz_regulondb
670302	-	storz
670590	+	storz
670612	-	storz
670673	-	regulondb
671010	+	storz
671130	+	storz
671542	+	storz
671559	-	storz
671874	+	storz
672221	-	storz
672954	-	regulondb
673055	-	regulondb
673273	-	regulondb
673445	-	regulondb
673621	+	storz
673965	-	storz
674058	-	regulondb
674145	-	regulondb
674158	+	storz
674198	-	wanner
674216	+	storz_regulondb
674581	+	storz
674650	+	storz
674852	-	storz
674909	-	storz
674928	+	storz
675016	-	storz
675141	+	storz
675435	+	storz
675566	+	storz
675783	+	regulondb
675795	-	regulondb
675813	+	regulondb
675834	-	regulondb
675860	+	regulondb
675862	-	regulondb
675923	-	regulondb
676390	-	storz
677412	+	storz
677513	+	storz
677749	-	storz
678163	-	storz
678267	+	storz
678389	+	storz
678639	-	regulondb
678685	+	regulondb
679298	-	storz
679724	-	storz
679815	+	storz
680030	+	storz
680846	-	storz
680863	+	storz
681267	-	storz
681390	-	storz
681440	+	storz
681623	-	storz
681655	+	storz
681886	-	storz
682232	+	storz
682473	+	storz
682643	-	storz
682705	-	regulondb
682792	-	storz
682817	-	regulondb
683267	-	storz
683663	-	regulondb
683825	-	regulondb
685875	+	storz
685886	-	storz
687070	-	regulondb
687109	-	wanner
688227	-	storz_regulondb
688263	-	storz
688366	+	storz
688428	-	regulondb
688931	-	storz
689825	-	storz
690177	-	storz
690207	-	regulondb
690984	+	storz
691042	+	storz
691100	-	regulondb
691875	-	storz
692652	-	storz_regulondb
692692	-	storz_regulondb
692775	+	storz
692855	-	storz
692916	-	storz
693321	+	storz
693436	+	storz
693695	-	storz
693729	+	storz
694012	+	storz
694031	-	storz
694167	+	storz
694214	-	wanner_regulondb
694236	+	storz_wanner
694241	-	wanner
694300	+	storz_regulondb
694407	+	regulondb
694518	+	regulondb
695037	-	storz
695371	-	storz
695502	+	storz
695727	-	storz
695839	-	storz
695887	+	storz
695908	-	storz
695961	-	storz
696053	-	storz
696162	-	storz
696231	-	storz
696280	+	storz
696386	-	regulondb
696493	-	storz
696559	-	storz
696595	-	storz
696614	+	storz
697111	-	storz
697363	-	storz
698444	-	wanner
699214	+	storz
699575	-	regulondb
699961	-	storz
700262	-	regulondb
700563	-	regulondb
700644	-	storz
700825	+	storz
700829	-	regulondb
700870	-	regulondb
701088	-	storz_regulondb
701104	+	storz
701230	-	wanner
701551	-	storz
701933	-	regulondb
702249	-	storz
702278	-	storz
702295	+	storz
702396	-	storz
702483	+	storz
702547	+	storz
702826	-	storz
702854	-	regulondb
702864	+	storz
702878	-	regulondb
702928	-	wanner
703051	+	regulondb
703165	-	storz
703328	+	storz
703482	+	storz
703704	+	storz
704214	+	storz
704462	+	storz
704870	-	storz
705083	+	storz
705222	+	regulondb
705283	+	regulondb
705408	+	regulondb
705473	-	regulondb
705584	+	storz
706074	-	storz
706231	+	storz
706421	+	storz
707251	-	storz
707348	-	storz
707459	+	storz_regulondb
708398	+	storz
709233	-	storz
709298	-	storz
709315	+	storz
709342	+	storz
709377	-	storz
709696	-	regulondb
709923	-	regulondb
710051	-	storz_wanner_regulondb
