XID	name	type	TSS	start	stop	minus35L	minus35R	minus10L	minus10R	sigma	strand	center	length	mode	promoter	include
ECK125156739	TSS_3510 (cluster)	promoter	3451274							unknown	reverse					1
ECK125156738	TSS_3509 (cluster)	promoter	3451266							unknown	reverse					1
ECK125157005	TSS_3776	promoter	3654300							unknown	reverse					1
ECK125157007	TSS_3778	promoter	3654641							unknown	reverse					1
ECK125157282	TSS_4053	promoter	3963003							unknown	reverse					1
ECK125156065	TSS_2836 (cluster)	promoter	2922544							unknown	reverse					1
ECK125157280	TSS_4051	promoter	3962363							unknown	reverse					1
ECK125157281	TSS_4052	promoter	3962522							unknown	reverse					1
ECK125157286	TSS_4057	promoter	3963653							unknown	reverse					1
ECK125157287	TSS_4058	promoter	3963673							unknown	forward					1
ECK125157284	TSS_4055	promoter	3963245							unknown	reverse					1
ECK125156064	TSS_2835	promoter	2922531							unknown	reverse					1
ECK125157288	TSS_4059	promoter	3963675							unknown	forward					1
ECK125157289	TSS_4060	promoter	3963714							unknown	forward					1
ECK125156067	TSS_2838	promoter	2923335							unknown	reverse					1
ECK125156066	TSS_2837	promoter	2922550							unknown	reverse					1
ECK125156061	TSS_2832	promoter	2922506							unknown	reverse					1
ECK125156060	TSS_2831 (cluster)	promoter	2922499							unknown	reverse					1
ECK125156063	TSS_2834	promoter	2922529							unknown	reverse					1
ECK125156062	TSS_2833	promoter	2922518							unknown	reverse					1
ECK120027940	tigp	promoter	454218			454180	454185	454206	454211	Sigma70	forward					1
ECK125136638	ybiIp6	promoter	837707			nan	nan	837713	837720	Sigma38	reverse					1
ECK125136639	ybiXp2	promoter	838497			838527	838532	838504	838511	Sigma28	reverse					1
ECK125136636	rhlEp5	promoter	830006			nan	nan	829993	830000	Sigma38	forward					1
ECK125136637	ybiAp6	promoter	832183			832209	832215	832188	832193	Sigma32	reverse					1
ECK125136634	ybhMp7	promoter	820001			819963	819968	819990	819995	Sigma70	forward					1
ECK125136635	ybhNp5	promoter	821871			821899	821904	821876	821883	Sigma28	reverse					1
ECK125136632	ybhBp2	promoter	807258			807285	807290	807264	807269	Sigma70	reverse					1
ECK125136633	ybhBp4	promoter	807153			nan	nan	807158	807165	Sigma38	reverse					1
ECK125136630	ybhHp7	promoter	799917			799879	799884	799906	799911	Sigma70	forward					1
ECK125136631	ybhHp8	promoter	799775			799742	799748	799762	799768	Sigma24	forward					1
ECK125154395	TSS_1166	promoter	1027058							unknown	reverse					1
ECK125154394	TSS_1165	promoter	1026253							unknown	reverse					1
ECK125154397	TSS_1168	promoter	1027152							unknown	forward					1
ECK125154396	TSS_1167 (cluster)	promoter	1027148							unknown	forward					1
ECK125154391	TSS_1162	promoter	1020601							unknown	forward					1
ECK125154390	TSS_1161	promoter	1020306							unknown	forward					1
ECK125154393	TSS_1164	promoter	1024734							unknown	forward					1
ECK125154392	TSS_1163	promoter	1023665							unknown	forward					1
ECK125156069	TSS_2840	promoter	2924429							unknown	forward					1
ECK125154399	TSS_1170 (cluster)	promoter	1027967							unknown	reverse					1
ECK125154398	TSS_1169	promoter	1027754							unknown	reverse					1
ECK125156068	TSS_2839	promoter	2924294							unknown	forward					1
ECK125137949	yihLp2	promoter	4058276			4058240	4058246	4058265	4058271	Sigma24	forward					1
ECK125137948	yihLp1	promoter	4058395			4058373	4058378	4058386	4058390	Sigma54	forward					1
ECK125137947	typAp6	promoter	4056403			4056371	4056376	4056392	4056397	Sigma70	forward					1
ECK125137946	typAp1	promoter	4056253			4056229	4056234	4056243	4056247	Sigma54	forward					1
ECK125137945	yihAp9	promoter	4049008			4049031	4049037	4049013	4049018	Sigma32	reverse					1
ECK125137944	yihFp6	promoter	4042154			4042119	4042124	4042142	4042147	Sigma70	forward					1
ECK125137943	yihFp4	promoter	4042078			4042042	4042048	4042067	4042073	Sigma24	forward					1
ECK125137942	yihFp1	promoter	4042198			4042161	4042167	4042186	4042192	Sigma24	forward					1
ECK125137941	ubiDp9	promoter	4022993			4022956	4022961	4022983	4022988	Sigma70	forward					1
ECK125137940	ubiDp8	promoter	4022832			4022800	4022805	4022822	4022827	Sigma70	forward					1
ECK125155536	TSS_2307	promoter	2389143							unknown	reverse					1
ECK125156076	TSS_2847	promoter	2941341							unknown	forward					1
ECK125156869	TSS_3640	promoter	3484617							unknown	forward					1
ECK125156868	TSS_3639	promoter	3484132							unknown	forward					1
ECK125155537	TSS_2308	promoter	2389245							unknown	reverse					1
ECK125156865	TSS_3636	promoter	3483974							unknown	reverse					1
ECK125156864	TSS_3635 (cluster)	promoter	3483868							unknown	reverse					1
ECK125156867	TSS_3638 (cluster)	promoter	3484073							unknown	forward					1
ECK125156866	TSS_3637	promoter	3484071							unknown	forward					1
ECK125156861	TSS_3632	promoter	3475637							unknown	forward					1
ECK125156860	TSS_3631	promoter	3475534							unknown	reverse					1
ECK125156863	TSS_3634	promoter	3476580							unknown	reverse					1
ECK125156862	TSS_3633	promoter	3476547							unknown	reverse					1
ECK125155535	TSS_2306	promoter	2388971							unknown	reverse					1
ECK125157676	TSS_4447	promoter	4198284							unknown	forward					1
ECK125135017	kdsCp3	promoter	3339741			3339707	3339712	3339728	3339733	Sigma70	forward					1
ECK125135016	kdsCp2	promoter	3340032			3340002	3340007	3340025	3340030	Sigma70	forward					1
ECK120033608	ileSp3	promoter	22229			22194	22199	22214	22219	Sigma32	forward					1
ECK125135014	mhpRp1	promoter	367760			367787	367792	367766	367771	Sigma70	reverse					1
ECK125135013	tufAp2	promoter	3469605			3469634	3469639	3469612	3469617	Sigma70	reverse					1
ECK125154646	TSS_1417	promoter	1290644							unknown	forward					1
ECK125154645	TSS_1416 (cluster)	promoter	1290637							unknown	forward					1
ECK125154644	TSS_1415 (cluster)	promoter	1290566							unknown	forward					1
ECK125154649	TSS_1420	promoter	1291958							unknown	reverse					1
ECK125154648	TSS_1419	promoter	1290808							unknown	forward					1
ECK120033606	nagCp1	promoter	701088			701117	701122	701095	701100	Sigma70	reverse					1
ECK120033607	nagCp2	promoter	701231			701264	701269	701238	701243	Sigma70	reverse					1
ECK125135019	yjbEp2	promoter	4233895			4233859	4233864	4233883	4233888	Sigma70	forward					1
ECK125135018	lptAp2	promoter	3341321			3341282	3341287	3341304	3341309	Sigma70	forward					1
ECK125156717	TSS_3488	promoter	3448411							unknown	reverse					1
ECK125156716	TSS_3487	promoter	3448379							unknown	reverse					1
ECK125156715	TSS_3486	promoter	3448369							unknown	reverse					1
ECK125156714	TSS_3485 (cluster)	promoter	3448274							unknown	reverse					1
ECK125156713	TSS_3484	promoter	3447932							unknown	forward					1
ECK125156712	TSS_3483	promoter	3447891							unknown	reverse					1
ECK125154706	TSS_1477	promoter	1299085							unknown	forward					1
ECK125154707	TSS_1478 (cluster)	promoter	1299087							unknown	forward					1
ECK125154704	TSS_1475	promoter	1299067							unknown	forward					1
ECK125154705	TSS_1476 (cluster)	promoter	1299071							unknown	forward					1
ECK125154702	TSS_1473	promoter	1299002							unknown	forward					1
ECK125154703	TSS_1474 (cluster)	promoter	1299035							unknown	forward					1
ECK125154700	TSS_1471	promoter	1297440							unknown	reverse					1
ECK125154701	TSS_1472 (cluster)	promoter	1298694							unknown	forward					1
ECK125155539	TSS_2310	promoter	2391627							unknown	reverse					1
ECK125154708	TSS_1479	promoter	1299096							unknown	forward					1
ECK125154709	TSS_1480 (cluster)	promoter	1299099							unknown	forward					1
ECK125156139	TSS_2910 (cluster)	promoter	3054005							unknown	forward					1
ECK125137732	envRp13	promoter	3411623			3411655	3411661	3411629	3411635	Sigma24	reverse					1
ECK125155118	TSS_1889 (cluster)	promoter	1860762							unknown	forward					1
ECK125155119	TSS_1890 (cluster)	promoter	1860767							unknown	forward					1
ECK125155114	TSS_1885	promoter	1849203							unknown	forward					1
ECK125155115	TSS_1886	promoter	1849346							unknown	forward					1
ECK125155116	TSS_1887	promoter	1850416							unknown	forward					1
ECK125155117	TSS_1888	promoter	1859551							unknown	forward					1
ECK125155110	TSS_1881	promoter	1845796							unknown	reverse					1
ECK125155111	TSS_1882	promoter	1846054							unknown	reverse					1
ECK125155112	TSS_1883	promoter	1846725							unknown	reverse					1
ECK125155113	TSS_1884	promoter	1846816							unknown	forward					1
ECK120010128	ilvYp	promoter	3955890			3955917	3955922	3955894	3955899	Sigma70	reverse					1
ECK120010129	kdpFp	promoter	728072			728105	728110	728079	728084	Sigma70	reverse					1
ECK125156689	TSS_3460 (cluster)	promoter	3445483							unknown	reverse					1
ECK120010120	frdAp	promoter	4380435			4380468	4380473	4380447	4380452	Sigma70	reverse					1
ECK120010121	galSp	promoter	2239732			2239767	2239772	2239740	2239745	Sigma70	reverse					1
ECK120010122	galEp1	promoter	791304			791340	791345	791316	791321	Sigma70	reverse					1
ECK120010123	galEp2	promoter	791309			791340	791345	791316	791321	Sigma70	reverse					1
ECK120010124	glnAp1	promoter	4056245			4056278	4056283	4056256	4056261	Sigma70	reverse					1
ECK120010125	glpABCp	promoter	2350605			2350573	2350578	2350597	2350602	Sigma70	forward					1
ECK120010126	glpDp	promoter	3559994			3559958	3559963	3559981	3559986	Sigma70	forward					1
ECK120010127	ivbLp	promoter	3851046			3851084	3851089	3851057	3851062	Sigma70	reverse					1
ECK125156688	TSS_3459	promoter	3445479							unknown	reverse					1
ECK125155077	TSS_1848 (cluster)	promoter	1800650							unknown	reverse					1
ECK120034265	metGp	promoter	2192291							nan	forward					1
ECK125155075	TSS_1846	promoter	1799657							unknown	reverse					1
ECK125155074	TSS_1845	promoter	1799576							unknown	reverse					1
ECK125155073	TSS_1844	promoter	1799450							unknown	reverse					1
ECK125155072	TSS_1843	promoter	1799302							unknown	reverse					1
ECK125155071	TSS_1842	promoter	1799297							unknown	reverse					1
ECK125153669	TSS_440	promoter	377642							unknown	reverse					1
ECK125155079	TSS_1850	promoter	1800661							unknown	reverse					1
ECK125155078	TSS_1849	promoter	1800658							unknown	reverse					1
ECK125156135	TSS_2906	promoter	3053661							unknown	forward					1
ECK125153664	TSS_435	promoter	323668							unknown	reverse					1
ECK125157580	TSS_4351	promoter	4175363							unknown	forward					1
ECK125156252	TSS_3023	promoter	3154594							unknown	forward					1
ECK125156253	TSS_3024	promoter	3157834							unknown	reverse					1
ECK125156250	TSS_3021	promoter	3151654							unknown	forward					1
ECK125156251	TSS_3022	promoter	3153325							unknown	forward					1
ECK125156256	TSS_3027	promoter	3161102							unknown	reverse					1
ECK125156257	TSS_3028	promoter	3164043							unknown	reverse					1
ECK125156254	TSS_3025	promoter	3160939							unknown	reverse					1
ECK125156255	TSS_3026	promoter	3160983							unknown	reverse					1
ECK125156258	TSS_3029	promoter	3165768							unknown	reverse					1
ECK125156259	TSS_3030 (cluster)	promoter	3167438							unknown	reverse					1
ECK125136841	yciUp5	promoter	1305376			1305404	1305410	1305382	1305388	Sigma24	reverse					1
ECK125136840	yciUp4	promoter	1305383			1305415	1305420	1305390	1305395	Sigma70	reverse					1
ECK125136843	yciAp8	promoter	1310438			1310465	1310471	1310445	1310450	Sigma32	reverse					1
ECK125136842	yciUp6	promoter	1305373			1305400	1305405	1305379	1305384	Sigma70	reverse					1
ECK125136845	yciEp2	promoter	1313421			1313449	1313454	1313427	1313432	Sigma70	reverse					1
ECK125136844	yciBp3	promoter	1311079			1311112	1311118	1311086	1311092	Sigma24	reverse					1
ECK125136847	yciEp7	promoter	1313345			1313371	1313377	1313352	1313357	Sigma32	reverse					1
ECK125136846	yciEp6	promoter	1313262			1313290	1313296	1313268	1313274	Sigma24	reverse					1
ECK125136849	trpAp5	promoter	1315330			1315360	1315365	1315336	1315341	Sigma70	reverse					1
ECK125136848	trpAp4	promoter	1315327			1315360	1315365	1315334	1315339	Sigma70	reverse					1
ECK125137712	yhcOp1	promoter	3384232			3384261	3384267	3384237	3384243	Sigma24	reverse					1
ECK125137713	yhcOp3	promoter	3384325			3384353	3384359	3384331	3384336	Sigma32	reverse					1
ECK125138070	yjgBp8	promoter	4494372			4494396	4494402	4494378	4494383	Sigma32	reverse					1
ECK125137711	yhcNp6	promoter	3383503			3383469	3383474	3383491	3383496	Sigma70	forward					1
ECK120034401	yafVp	promoter	240216							nan	reverse					1
ECK120034400	gmhBp	promoter	222806							nan	forward					1
ECK125138074	insGp6	promoter	4501572			4501603	4501608	4501577	4501582	Sigma70	reverse					1
ECK125137715	aaeBp7	promoter	3386258			3386286	3386292	3386264	3386269	Sigma32	reverse					1
ECK125153516	TSS_287 (cluster)	promoter	190227							unknown	forward					1
ECK125153517	TSS_288	promoter	190234							unknown	forward					1
ECK125137718	aaeRp7	promoter	3387483			3387451	3387456	3387472	3387477	Sigma70	forward					1
ECK125138079	insIp5	promoter	4506709			4506741	4506746	4506715	4506720	Sigma70	reverse					1
ECK120034409	proCp	promoter	404910							nan	reverse					1
ECK120034408	iraPp2	promoter	400587							nan	forward					1
ECK125153510	TSS_281	promoter	189545							unknown	reverse					1
ECK125153511	TSS_282	promoter	189553							unknown	reverse					1
ECK125154555	TSS_1326	promoter	1184961							unknown	forward					1
ECK125109810	yihIp	promoter	4049331			4049297	4049302	4049318	4049323	Sigma70	forward					1
ECK120010776	yjeFp3	promoter	4392058			4392024	4392029	4392048	4392053	Sigma70	forward					1
ECK125154096	TSS_867	promoter	845721							unknown	reverse					1
ECK125154097	TSS_868	promoter	845847							unknown	reverse					1
ECK125154094	TSS_865	promoter	835541							unknown	forward					1
ECK125154095	TSS_866	promoter	844959							unknown	reverse					1
ECK125154092	TSS_863	promoter	833018							unknown	forward					1
ECK125154093	TSS_864	promoter	834404							unknown	forward					1
ECK125154090	TSS_861	promoter	829893							unknown	reverse					1
ECK125154091	TSS_862	promoter	830008							unknown	forward					1
ECK125154098	TSS_869	promoter	845986							unknown	reverse					1
ECK125154099	TSS_870	promoter	845997							unknown	reverse					1
ECK120010771	mlcp1	promoter	1666627			1666653	1666658	1666628	1666633	Sigma70	reverse					1
ECK125156683	TSS_3454 (cluster)	promoter	3445264							unknown	reverse					1
ECK125156682	TSS_3453 (cluster)	promoter	3445252							unknown	reverse					1
ECK125157619	TSS_4390	promoter	4180807							unknown	forward					1
ECK125157618	TSS_4389	promoter	4180244							unknown	forward					1
ECK125157349	TSS_4120	promoter	4010909							unknown	forward					1
ECK125157348	TSS_4119 (cluster)	promoter	4008032							unknown	forward					1
ECK125157347	TSS_4118	promoter	4007109							unknown	reverse					1
ECK125157346	TSS_4117	promoter	4005749							unknown	forward					1
ECK125157345	TSS_4116	promoter	4002748							unknown	reverse					1
ECK125157344	TSS_4115	promoter	3999296							unknown	forward					1
ECK125157343	TSS_4114	promoter	3999215							unknown	forward					1
ECK125157342	TSS_4113	promoter	3999089							unknown	forward					1
ECK125157341	TSS_4112	promoter	3996687							unknown	forward					1
ECK125157340	TSS_4111	promoter	3996645							unknown	forward					1
ECK125157672	TSS_4443	promoter	4197542							unknown	forward					1
ECK120022071	ysgAp	promoter	4014366			4014399	4014404	4014372	4014377	Sigma70	reverse					1
ECK120010534	epdp	promoter	3071845			3071875	3071880	3071852	3071857	Sigma70	reverse					1
ECK125137154	yecTp3	promoter	1959955			1959924	1959929	1959945	1959950	Sigma70	forward					1
ECK125137155	cheWp5	promoter	1971486			1971515	1971521	1971493	1971498	Sigma32	reverse					1
ECK125137156	flhCp3	promoter	1975956			1975985	1975990	1975962	1975969	Sigma28	reverse					1
ECK125137157	uspCp2	promoter	1977622			1977585	1977590	1977612	1977617	Sigma70	forward					1
ECK125137150	cutCp2	promoter	1957291			1957321	1957326	1957297	1957302	Sigma70	reverse					1
ECK125137151	yecMp2	promoter	1958008			1958034	1958039	1958013	1958018	Sigma70	reverse					1
ECK125137152	yecMp3	promoter	1957896			1957924	1957929	1957901	1957906	Sigma70	reverse					1
ECK125137153	argSp	promoter	1958025			1957989	1957994	1958015	1958020	Sigma70	forward					1
ECK125137158	uspCp4	promoter	1977692			1977654	1977659	1977680	1977685	Sigma70	forward					1
ECK125137159	uspCp5	promoter	1977682			1977650	1977655	1977671	1977676	Sigma70	forward					1
ECK125136544	ybcWp7	promoter	579067			579036	579041	579057	579062	Sigma70	forward					1
ECK125136545	ybcHp4	promoter	587293			587323	587329	587298	587304	Sigma24	reverse					1
ECK125136546	ybdFp5	promoter	605276			605301	605307	605281	605287	Sigma24	reverse					1
ECK125136547	ybdJp2	promoter	605628			605659	605664	605633	605638	Sigma70	reverse					1
